UserName,Groupname,Enabled,UserDisplayName,UPN,Last Login,90 days,DomainID,PrimaryLicenseGroup,AdminLicenseRatio,MaintainedBy,Description,PrimaryLicenseGroups,ALLGroupmembership,
Anonymized564,All Vault Users,True,Anonymized248,Anonymized294,11/23/23  9:22:32 AM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.SecurityAndAuthorisation,'-1,tbd,tbd,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.SecurityAndAuthorisation,"All Vault Users, companydomain.local\Gebruikers.Applicatie.PAM.KeyUsers.ITManagementCompanyX.SAP, companydomain.local\Permissions.Application.PAM.group1KeyUsers.ITManagementCompanyX.SAP, companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierX companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.SecurityAndAuthorisation, Anonymized248",
Anonymized239,All Vault Users,True,Anonymized565,companydomain.local\Anonymized239,Never,Never,1.0,companydomain.local\Permissions.Application.PAM.group1Users.Company.DepartmentC,0,,,companydomain.local\Permissions.Application.PAM.group1Users.Company.DepartmentC,"All Vault Users, companydomain.local\Gebruikers.Applicatie.PAM.Users.Company.DepartmentC, Anonymized565, companydomain.local\Permissions.Application.PAM.group1Users.Company.DepartmentC",
Anonymized26,All Vault Users,True,Anonymized635,companydomain.local\Anonymized26,07/10/23  4:20:56 PM,Too long ago,1.0,companydomain.local\Permissions.Application.PAM.group1BusinessUsers.Company.DepartmentIntegration,0,TBD,TBD,companydomain.local\Permissions.Application.PAM.group1BusinessUsers.Company.DepartmentIntegration,"All Vault Users, companydomain.local\Gebruikers.Applicatie.PAM.BusinessUsers.Company.DepartmentIntegration, Anonymized635, companydomain.local\Permissions.Application.PAM.group1BusinessUsers.Company.DepartmentIntegration",
Anonymized428,All Vault Users,True,Anonymized617,companydomain.local\Anonymized428,03/07/23  1:03:06 PM,Too long ago,1.0,companydomain.local\Permissions.Application.PAM.group1Users.Company.IAM.ITAdministrators,'-1,,,companydomain.local\Permissions.Application.PAM.group1Users.Company.IAM.ITAdministrators,"All Vault Users, Anonymized617, companydomain.local\Permissions.Application.PAM.group1Users.Company.IAM.ITAdministrators",
Anonymized257,All Vault Users,True,Anonymized471,companydomain.local\Anonymized257,11/23/23  9:38:27 AM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.Oracle,'-1,, The main department group for \ITManagementCompanyX\DBA division Oracle,"companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.MSSQL, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.Oracle","All Vault Users, Anonymized471, companydomain.local\Permissions.Application.PAM.group1Users.ITSuppliers4.ApplicationB.Oracle, companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierX companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.MSSQL, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.Oracle",
Anonymized286,All Vault Users,True,Anonymized469,companydomain.local\Anonymized286,11/22/23  9:04:19 AM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.ITDeliveryDepartment,'-1,,,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.ITDeliveryDepartment,"All Vault Users, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.ITDeliveryDepartment, Anonymized469",
Anonymized20,All Vault Users,True,Anonymized553,companydomain.local\Anonymized20,11/23/23  8:47:15 AM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.SAPapp1,'-1,tbd,tbd,"companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.SAPapp1, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.Retail","All Vault Users, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.SAPapp1, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.Retail, Anonymized553",
Anonymized293,All Vault Users,True,Anonymized615,companydomain.local\Anonymized293,Never,Never,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITSuppliers4.ApplicationB,1,,,companydomain.local\Permissions.Application.PAM.group1Users.ITSuppliers4.ApplicationB,"All Vault Users, companydomain.local\Gebruikers.Applicatie.PAM.Users.ITSuppliers4.ApplicationB, companydomain.local\Permissions.Application.PAM.group1Users.ITSuppliers4.ApplicationB, Anonymized615",
Anonymized59,All Vault Users,True,Anonymized265,companydomain.local\Anonymized59,Never,Never,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITSuppliers4.ApplicationB,1,,,companydomain.local\Permissions.Application.PAM.group1Users.ITSuppliers4.ApplicationB,"All Vault Users, companydomain.local\Gebruikers.Applicatie.PAM.Users.ITSuppliers4.ApplicationB, Anonymized265, companydomain.local\Permissions.Application.PAM.group1Users.ITSuppliers4.ApplicationB",
Anonymized335,All Vault Users,True,Anonymized547,companydomain.local\Anonymized335,Never,Never,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierG.OS ITAdmin Windows,3,,,companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierG.OS ITAdmin Windows,"All Vault Users, Anonymized547, companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierG.OS ITAdmin Windows",
Anonymized672,All Vault Users,True,Anonymized78,Anonymized65,11/24/23  6:47:01 AM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.WindowsITTeam,'-1,,,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.WindowsITTeam,"All Vault Users, Anonymized78, companydomain.local\Permissions.Application.PAM.group1Role.Administrator, companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierX companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.WindowsITTeam, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.WindowsITTeam.DomainAdmins, TSS.Company.DomainAdmin.Owners, TSS.Company.R10.Owners, TSS.SecretServer.RootFolders.Owners, TSS.ITManagementCompanyX.DomainAdmin.Owners",
Anonymized319,All Vault Users,True,Anonymized447,Anonymized185,11/17/23  1:36:53 PM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.WindowsITTeam,'-1,,,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.WindowsITTeam,"All Vault Users, Anonymized447, companydomain.local\Permissions.Application.PAM.group1Role.Administrator, companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierX companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.WindowsITTeam, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.WindowsITTeam.DomainAdmins, TSS.SecretServer.Vault.Owners",
Anonymized480,All Vault Users,True,Anonymized202,Anonymized120,11/22/23 11:02:37 AM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.Oracle,'-1,, The main department group for \ITManagementCompanyX\DBA division Oracle,"companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.MSSQL, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.Oracle","All Vault Users, companydomain.local\Gebruikers.Applicatie.PAM.KeyUsers.ITManagementCompanyX.MSSQL, companydomain.local\Gebruikers.Applicatie.PAM.KeyUsers.ITManagementCompanyX.Oracle, Anonymized202, companydomain.local\Permissions.Application.PAM.group1KeyUsers.ITManagementCompanyX.MSSQL, companydomain.local\Permissions.Application.PAM.group1KeyUsers.ITManagementCompanyX.Oracle, companydomain.local\Permissions.Application.PAM.group1Users.ITSuppliers4.ApplicationB.Oracle, companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierX companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.MSSQL, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.Oracle",
Anonymized47,All Vault Users,True,Anonymized251,companydomain.local\Anonymized47,11/24/23  7:29:37 AM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.AIX-Linux.ITAdmin,'-1,,,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.AIX-Linux.ITAdmin,"All Vault Users, companydomain.local\Permissions.Application.PAM.group1Folder.ITManagementCompanyX.AIX, companydomain.local\Permissions.Application.PAM.group1Folder.ITManagementCompanyX.Linux, companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierX companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.AIX-Linux.ITAdmin, Anonymized251",
Anonymized138,All Vault Users,True,Anonymized216,companydomain.local\Anonymized138,11/23/23  2:47:12 PM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.WindowsITTeam,'-1,,,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.WindowsITTeam,"All Vault Users, Anonymized216, companydomain.local\Permissions.Application.PAM.group1Role.Administrator, companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierX companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.WindowsITTeam, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.WindowsITTeam.DomainAdmins, TSS.ITManagementCompanyX.DomainAdmin.Owners",
Anonymized484,All Vault Users,True,Anonymized19,Anonymized393,10/20/23  9:06:05 AM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.Oracle,'-1,, The main department group for \ITManagementCompanyX\DBA division Oracle,"companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.MSSQL, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.Oracle","All Vault Users, companydomain.local\Permissions.Application.PAM.group1Users.ITSuppliers4.ApplicationB.Oracle, companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierX companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.MSSQL, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.Oracle, Anonymized19",
Anonymized41,All Vault Users,True,Anonymized43,companydomain.local\Anonymized41,05/11/23 12:34:53 PM,Too long ago,1.0,companydomain.local\Permissions.Application.PAM.group1Users.Company.SAP,'-1,,,companydomain.local\Permissions.Application.PAM.group1Users.Company.SAP,"All Vault Users, Anonymized43, companydomain.local\Permissions.Application.PAM.group1Users.Company.SAP",
Anonymized541,All Vault Users,True,Anonymized592,Anonymized358,04/13/23 11:54:39 AM,Too long ago,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierG.OS ITAdmin Windows,3,,,companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierG.OS ITAdmin Windows,"All Vault Users, companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierG.OS ITAdmin Windows, Anonymized592",
Anonymized190,All Vault Users,True,Anonymized259,companydomain.local\Anonymized190,Never,Never,1.0,companydomain.local\Permissions.Application.PAM.group1BusinessUsers.Company.DepartmentB,0,TBD,TBD,companydomain.local\Permissions.Application.PAM.group1BusinessUsers.Company.DepartmentB,"All Vault Users, Anonymized259, companydomain.local\Permissions.Application.PAM.group1BusinessUsers.Company.DepartmentB",
Anonymized173,All Vault Users,True,Anonymized313,companydomain.local\Anonymized173,11/17/23 11:59:39 AM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.WindowsITTeam,'-1,,,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.WindowsITTeam,"All Vault Users, Anonymized313, companydomain.local\Permissions.Application.PAM.group1Role.Administrator, companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierX companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.WindowsITTeam, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.WindowsITTeam.DomainAdmins",
Anonymized104,All Vault Users,True,Anonymized663,companydomain.local\Anonymized104,11/17/23  6:35:15 AM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.AIX-Linux.ITAdmin,'-1,,,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.AIX-Linux.ITAdmin,"All Vault Users, companydomain.local\Gebruikers.Applicatie.PAM.KeyUsers.ITManagementCompanyX.AIX, companydomain.local\Gebruikers.Applicatie.PAM.KeyUsers.ITManagementCompanyX.Linux, Anonymized663, companydomain.local\Permissions.Application.PAM.group1Folder.ITManagementCompanyX.AIX, companydomain.local\Permissions.Application.PAM.group1Folder.ITManagementCompanyX.Linux, companydomain.local\Permissions.Application.PAM.group1KeyUsers.ITManagementCompanyX.AIX, companydomain.local\Permissions.Application.PAM.group1KeyUsers.ITManagementCompanyX.Linux, companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierX companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.AIX-Linux.ITAdmin",
Anonymized571,All Vault Users,True,Anonymized156,Anonymized194,03/07/23  9:46:22 AM,Too long ago,1.0,companydomain.local\Permissions.Application.PAM.group1Users.Company.IAM.Developers,'-1,,,companydomain.local\Permissions.Application.PAM.group1Users.Company.IAM.Developers,"All Vault Users, companydomain.local\Permissions.Application.PAM.group1Users.Company.IAM.Developers, Anonymized156",
Anonymized340,All Vault Users,True,Anonymized238,Anonymized135,Never,Never,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierG.OS ITAdmin Windows,3,,,companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierG.OS ITAdmin Windows,"All Vault Users, companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierG.OS ITAdmin Windows, Anonymized238",
Anonymized641,All Vault Users,True,Anonymized220,Anonymized102,Never,Never,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITSuppliers4.ApplicationB,1,,,companydomain.local\Permissions.Application.PAM.group1Users.ITSuppliers4.ApplicationB,"All Vault Users, companydomain.local\Gebruikers.Applicatie.PAM.Users.ITSuppliers4.ApplicationB, Anonymized220, companydomain.local\Permissions.Application.PAM.group1Users.ITSuppliers4.ApplicationB",
Anonymized125,All Vault Users,True,Anonymized92,Anonymized5,08/09/23  8:43:57 AM,Too long ago,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierG.OS ITAdmin Windows,3,,,companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierG.OS ITAdmin Windows,"All Vault Users, companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierG.OS ITAdmin Windows, Anonymized92",
Anonymized136,All Vault Users,True,Anonymized327,Anonymized46,Never,Never,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierG.SQL,2,,,companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierG.SQL,"All Vault Users, Anonymized327, companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierG.SQL",
Anonymized666,All Vault Users,True,Anonymized636,Anonymized612,05/31/23  9:19:55 AM,Too long ago,1.0,companydomain.local\Permissions.Application.PAM.group1Users.Company.IAM.ITAdministrators,'-1,,,companydomain.local\Permissions.Application.PAM.group1Users.Company.IAM.ITAdministrators,"All Vault Users, companydomain.local\Permissions.Application.PAM.group1Users.Company.IAM.ITAdministrators, Anonymized636",
Anonymized521,All Vault Users,True,Anonymized281,Anonymized215,03/22/22  4:46:02 AM,Too long ago,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.ITAdmin,'-1,ITManagementCompanyX-SAP,This is a second primary group for ITManagementCompanyX-SAP,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.ITAdmin,"All Vault Users, companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierX companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.ITAdmin, Anonymized281",
Anonymized255,All Vault Users,True,Anonymized642,Anonymized22,09/15/23 10:02:06 AM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.AIX-Linux.ITAdmin,'-1,,,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.AIX-Linux.ITAdmin,"All Vault Users, Anonymized642, companydomain.local\Permissions.Application.PAM.group1Folder.ITManagementCompanyX.AIX, companydomain.local\Permissions.Application.PAM.group1Folder.ITManagementCompanyX.Linux, companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierX companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.AIX-Linux.ITAdmin",
Anonymized146,All Vault Users,True,Anonymized172,companydomain.local\Anonymized146,11/09/23  2:34:14 PM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.Company.DepartmentC,0,,,companydomain.local\Permissions.Application.PAM.group1Users.Company.DepartmentC,"All Vault Users, companydomain.local\Permissions.Application.PAM.group1Users.Company.DepartmentC, Anonymized172",
Anonymized460,All Vault Users,True,Anonymized601,Anonymized333,Never,Never,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITSuppliers4.ApplicationB,1,,,companydomain.local\Permissions.Application.PAM.group1Users.ITSuppliers4.ApplicationB,"All Vault Users, companydomain.local\Gebruikers.Applicatie.PAM.Users.ITSuppliers4.ApplicationB, companydomain.local\Permissions.Application.PAM.group1Users.ITSuppliers4.ApplicationB, Anonymized601",
Anonymized656,All Vault Users,True,Anonymized639,Anonymized18,10/03/23  1:49:02 PM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1BusinessUsers.Company.DepartmentIntegration,0,TBD,TBD,companydomain.local\Permissions.Application.PAM.group1BusinessUsers.Company.DepartmentIntegration,"All Vault Users, companydomain.local\Gebruikers.Applicatie.PAM.BusinessUsers.Company.DepartmentIntegration, companydomain.local\Permissions.Application.PAM.group1BusinessUsers.Company.DepartmentIntegration, Anonymized639",
Anonymized375,All Vault Users,True,Anonymized39,Anonymized75,11/07/23  7:58:40 AM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.WindowsITTeam,'-1,,,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.WindowsITTeam,"All Vault Users, Anonymized39, companydomain.local\Permissions.Application.PAM.group1Role.Administrator, companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierX companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.WindowsITTeam, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.WindowsITTeam.DomainAdmins",
Anonymized99,All Vault Users,True,Anonymized608,Anonymized4,11/20/23  1:25:05 PM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.ITAdmin,'-1,ITManagementCompanyX-SAP,This is a second primary group for ITManagementCompanyX-SAP,"companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.ITAdmin, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.SAPapp1","All Vault Users, Anonymized608, companydomain.local\Permissions.Application.PAM.group1BusinessUsers.Company.Power2Pay, companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierX companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.ITAdmin, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.SAPapp1",
Anonymized408,All Vault Users,True,Anonymized334,companydomain.local\Anonymized408,11/23/23  2:16:05 PM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.Oracle,'-1,, The main department group for \ITManagementCompanyX\DBA division Oracle,"companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.MSSQL, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.Oracle","All Vault Users, Anonymized334, companydomain.local\Permissions.Application.PAM.group1Users.ITSuppliers4.ApplicationB.Oracle, companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierX companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.MSSQL, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.Oracle",
Anonymized561,All Vault Users,True,Anonymized210,Anonymized518,04/23/21  9:07:35 AM,Too long ago,1.0,companydomain.local\Permissions.Application.PAM.group1BusinessUsers.Company.DepartmentIntegration,0,TBD,TBD,companydomain.local\Permissions.Application.PAM.group1BusinessUsers.Company.DepartmentIntegration,"All Vault Users, companydomain.local\Gebruikers.Applicatie.PAM.BusinessUsers.Company.DepartmentIntegration, companydomain.local\Permissions.Application.PAM.group1BusinessUsers.Company.DepartmentIntegration, companydomain.local\Permissions.Application.PAM.group1Users.Company.Devops.POC-2, Anonymized210",
Anonymized296,All Vault Users,True,Anonymized110,companydomain.local\Anonymized296,11/20/23  2:25:38 PM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.ITAdmin,'-1,ITManagementCompanyX-SAP,This is a second primary group for ITManagementCompanyX-SAP,"companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.ITAdmin, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.SAPapp1, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.Retail","All Vault Users, companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierX companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.ITAdmin, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.SAPapp1, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.Retail, Anonymized110",
Anonymized508,All Vault Users,True,Anonymized588,Anonymized337,Never,Never,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITSuppliers4.ApplicationB,1,,,companydomain.local\Permissions.Application.PAM.group1Users.ITSuppliers4.ApplicationB,"All Vault Users, companydomain.local\Gebruikers.Applicatie.PAM.Users.ITSuppliers4.ApplicationB, Anonymized588, companydomain.local\Permissions.Application.PAM.group1Users.ITSuppliers4.ApplicationB",
Anonymized214,All Vault Users,True,Anonymized360,companydomain.local\Anonymized214,04/07/22  1:55:49 PM,Too long ago,1.0,companydomain.local\Permissions.Application.PAM.group1Users.Company.IAM.ITAdministrators,'-1,,,companydomain.local\Permissions.Application.PAM.group1Users.Company.IAM.ITAdministrators,"All Vault Users, Anonymized360, companydomain.local\Permissions.Application.PAM.group1Users.Company.IAM.ITAdministrators",
Anonymized279,All Vault Users,True,Anonymized606,companydomain.local\Anonymized279,11/14/23 11:54:36 AM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.WindowsITTeam,'-1,,,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.WindowsITTeam,"All Vault Users, Anonymized606, companydomain.local\Permissions.Application.PAM.group1Role.Administrator, companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierX companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.WindowsITTeam, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.WindowsITTeam.DomainAdmins",
Anonymized107,All Vault Users,True,Anonymized25,companydomain.local\Anonymized107,11/24/23  6:24:00 AM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.WindowsITTeam,'-1,,,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.WindowsITTeam,"All Vault Users, Anonymized25, companydomain.local\Permissions.Application.PAM.group1Role.Administrator, companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierX companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.WindowsITTeam, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.WindowsITTeam.DomainAdmins, TSS.Company.DomainAdmin.Owners, TSS.ITManagementCompanyX.DomainAdmin.Owners, TSS.ITManagementCompanyX.WindowsITTeam.Owners",
Anonymized183,All Vault Users,True,Anonymized574,companydomain.local\Anonymized183,11/23/23  7:35:24 AM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.SecurityAndAuthorisation,'-1,tbd,tbd,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.SecurityAndAuthorisation,"All Vault Users, Anonymized574, companydomain.local\Gebruikers.Applicatie.PAM.KeyUsers.ITManagementCompanyX.SAP, companydomain.local\Permissions.Application.PAM.group1KeyUsers.ITManagementCompanyX.SAP, companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierX companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.SecurityAndAuthorisation",
Anonymized536,All Vault Users,True,Anonymized368,companydomain.local\Anonymized536,11/24/23  6:32:16 AM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.Company.SAP,'-1,,,companydomain.local\Permissions.Application.PAM.group1Users.Company.SAP,"All Vault Users, Anonymized368, companydomain.local\Permissions.Application.PAM.group1Users.Company.SAP",
Anonymized363,All Vault Users,True,Anonymized413,Anonymized81,11/24/23  6:24:37 AM,Recent login,1.0,PRIMARY-LICENSE-GROUP-NOT-DEFINED-TAG-METADATA-ON-GROUP-OR-MAKE-MEMBER-OF-A-PLG,,,,,"All Vault Users, Anonymized413, companydomain.local\Permissions.Application.PAM.group1Role.Administrator, companydomain.local\Permissions.Application.PAM.group1Users.Company, companydomain.local\Permissions.Application.PAM.group1Users.SecretServer, TSS.ITSupplierG.OSITAdminWindows.Owners, TSS.ITSupplierG.SQL.Owners, TSS.Company.Adyen.Owners, TSS.Company.Adyen.Owners (1), TSS.Company.Cowhills.Owners, TSS.Company.IAM.Owners, TSS.Company.DepartmentIntegration.Owners, TSS.Company.JBI.Owners, TSS.Company.JDW.Owners, TSS.Company.DepartmentPDotNet.Owners, TSS.Company.ApplicationX.Owners, TSS.Company.Microstrategy.Owners, TSS.Company.OKTA.Owners, TSS.Company.DepartmentC.Owners, TSS.Company.SAP.Owners, TSS.Company.SAPAriba.Owners, TSS.Company.ApplicationY.Owners, TSS.Company.xECM.Owners, TSS.ITSupplier3.ApplicationF2.0.Owners, TSS.SecretServer.RootFolders.Owners, TSS.SecretServer.Vault.Owners, TSS.ITManagementCompanyX.AIX-Linux.Owners, TSS.ITManagementCompanyX.ITDeliveryDepartment.Owners, TSS.ITManagementCompanyX.DomainAdmin.Owners, TSS.ITManagementCompanyX.ApplicationB.Owners, TSS.ITManagementCompanyX.MSSQL.Owners, TSS.ITManagementCompanyX.Oracle.Owners, TSS.ITManagementCompanyX.SAP.NightlyFirefighters-test, TSS.ITManagementCompanyX.SAP.Owners, TSS.ITManagementCompanyX.SAP.SA_PAM.Owners, TSS.ITManagementCompanyX.SecretServer.Owners, TSS.ITManagementCompanyX.WindowsITTeam.Owners, TSS.ITManagementCompanyX.WindowsITTeam.ServerAdmins.Owners",
Anonymized218,All Vault Users,True,Anonymized14,companydomain.local\Anonymized218,11/23/23  9:55:08 AM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.Oracle,'-1,, The main department group for \ITManagementCompanyX\DBA division Oracle,"companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.MSSQL, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.Oracle","All Vault Users, Anonymized14, companydomain.local\Permissions.Application.PAM.group1Users.ITSuppliers4.ApplicationB.Oracle, companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierX companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.MSSQL, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.Oracle",
