UserName,Groupname,Enabled,UserDisplayName,UPN,Last Login,90 days,DomainID,PrimaryLicenseGroup,AdminLicenseRatio,MaintainedBy,Description,PrimaryLicenseGroups,ALLGroupmembership,
Anonymized302,All Vault Users,True,Anonymized45,companydomain.local\Anonymized302,11/03/23  8:36:47 AM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.SecurityAndAuthorisation,'-1,tbd,tbd,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.SecurityAndAuthorisation,"All Vault Users, companydomain.local\Gebruikers.Applicatie.PAM.KeyUsers.ITManagementCompanyX.SAP, Anonymized45, companydomain.local\Permissions.Application.PAM.group1KeyUsers.ITManagementCompanyX.SAP, companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierX companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.SecurityAndAuthorisation",
Anonymized473,All Vault Users,True,Anonymized242,Anonymized342,03/02/23 10:38:20 AM,Too long ago,1.0,companydomain.local\Permissions.Application.PAM.group1BusinessUsers.Company.ApplicationY,0,TBD,tbd,companydomain.local\Permissions.Application.PAM.group1BusinessUsers.Company.ApplicationY,"All Vault Users, Anonymized242, companydomain.local\Permissions.Application.PAM.group1BusinessUsers.Company.ApplicationY",
Anonymized549,All Vault Users,True,Anonymized611,Anonymized121,11/23/23  1:50:24 PM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.ITAdmin,'-1,ITManagementCompanyX-SAP,This is a second primary group for ITManagementCompanyX-SAP,"companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.ITAdmin, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.SAPapp1, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.Retail","All Vault Users, Anonymized611, companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierX companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.ITAdmin, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.SAPapp1, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.Retail",
Anonymized637,All Vault Users,True,Anonymized557,Anonymized143,08/31/23  7:06:09 AM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.ITDeliveryDepartment,'-1,,,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.ITDeliveryDepartment,"All Vault Users, Anonymized557, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.ITDeliveryDepartment",
Anonymized175,All Vault Users,True,Anonymized328,companydomain.local\Anonymized175,08/17/23  2:44:06 PM,Too long ago,1.0,companydomain.local\Permissions.Application.PAM.group1Users.Company.DepartmentC,0,,,companydomain.local\Permissions.Application.PAM.group1Users.Company.DepartmentC,"All Vault Users, Anonymized328, companydomain.local\Permissions.Application.PAM.group1Users.Company.DepartmentC",
Anonymized645,All Vault Users,True,Anonymized429,Anonymized57,Never,Never,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierG.OS ITAdmin Windows,3,,,companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierG.OS ITAdmin Windows,"All Vault Users, Anonymized429, companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierG.OS ITAdmin Windows",
Anonymized427,All Vault Users,True,Anonymized442,companydomain.local\Anonymized427,Never,Never,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierG.OS ITAdmin Windows,3,,,companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierG.OS ITAdmin Windows,"All Vault Users, companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierG.OS ITAdmin Windows, Anonymized442",
Anonymized89,All Vault Users,True,Anonymized300,companydomain.local\Anonymized89,11/16/23  9:45:27 AM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITSuppliers4.ApplicationB,1,,,companydomain.local\Permissions.Application.PAM.group1Users.ITSuppliers4.ApplicationB,"All Vault Users, Anonymized300, companydomain.local\Permissions.Application.PAM.group1Users.ITSuppliers4.ApplicationB",
Anonymized100,All Vault Users,True,Anonymized2,Anonymized40,07/10/23  1:00:02 PM,Too long ago,1.0,companydomain.local\Permissions.Application.PAM.group1BusinessUsers.Company.DepartmentIntegration,0,TBD,TBD,companydomain.local\Permissions.Application.PAM.group1BusinessUsers.Company.DepartmentIntegration,"All Vault Users, companydomain.local\Gebruikers.Applicatie.PAM.BusinessUsers.Company.DepartmentIntegration, Anonymized2, companydomain.local\Permissions.Application.PAM.group1BusinessUsers.Company.DepartmentIntegration",
Anonymized0,All Vault Users,True,Anonymized415,companydomain.local\Anonymized0,Never,Never,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.ITAdmin,'-1,ITManagementCompanyX-SAP,This is a second primary group for ITManagementCompanyX-SAP,"companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.ITAdmin, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.SAPapp1, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.Retail","All Vault Users, companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierX companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.ITAdmin, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.SAPapp1, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.Retail, Anonymized415",
Anonymized191,All Vault Users,True,Anonymized538,companydomain.local\Anonymized191,11/24/23  7:38:04 AM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.ITDeliveryDepartment,'-1,,,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.ITDeliveryDepartment,"All Vault Users, Anonymized538, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.ITDeliveryDepartment",
Anonymized346,All Vault Users,True,Anonymized186,companydomain.local\Anonymized346,09/29/23  3:03:47 PM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierG.OS ITAdmin Windows,3,,,companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierG.OS ITAdmin Windows,"All Vault Users, Anonymized186, companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierG.OS ITAdmin Windows",
Anonymized113,All Vault Users,True,Anonymized55,companydomain.local\Anonymized113,11/22/23  2:25:38 PM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITSuppliers4.ApplicationB,1,,,"companydomain.local\Permissions.Application.PAM.group1Users.ITSuppliers4.ApplicationB, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.ApplicationB","All Vault Users, Anonymized55, companydomain.local\Gebruikers.Applicatie.PAM.Users.ITSuppliers4.ApplicationB, companydomain.local\Permissions.Application.PAM.group1Users.ITSuppliers4.ApplicationB, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.ApplicationB",
Anonymized134,All Vault Users,True,Anonymized162,companydomain.local\Anonymized134,12/14/22  1:02:12 PM,Too long ago,1.0,companydomain.local\Permissions.Application.PAM.group1BusinessUsers.Company.DepartmentB,0,TBD,TBD,companydomain.local\Permissions.Application.PAM.group1BusinessUsers.Company.DepartmentB,"All Vault Users, companydomain.local\Permissions.Application.PAM.group1BusinessUsers.Company.DepartmentB, Anonymized162",
Anonymized597,All Vault Users,True,Anonymized326,companydomain.local\Anonymized597,01/28/21  3:02:07 PM,Too long ago,1.0,companydomain.local\Permissions.Application.PAM.group1BusinessUsers.Company.ApplicationY,0,TBD,tbd,companydomain.local\Permissions.Application.PAM.group1BusinessUsers.Company.ApplicationY,"All Vault Users, Anonymized326, companydomain.local\Permissions.Application.PAM.group1BusinessUsers.Company.ApplicationY",
Anonymized495,All Vault Users,True,Anonymized93,companydomain.local\Anonymized495,11/23/23  7:12:04 AM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.ITDeliveryDepartment,'-1,,,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.ITDeliveryDepartment,"All Vault Users, Anonymized93, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.ITDeliveryDepartment",
Anonymized273,All Vault Users,True,Anonymized304,Anonymized90,11/09/23  9:58:15 AM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.Oracle,'-1,, The main department group for \ITManagementCompanyX\DBA division Oracle,"companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierG.SQL, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.MSSQL, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.Oracle","All Vault Users, companydomain.local\Gebruikers.Applicatie.PAM.KeyUsers.ITManagementCompanyX.MSSQL, companydomain.local\Gebruikers.Applicatie.PAM.KeyUsers.ITManagementCompanyX.Oracle, companydomain.local\Permissions.Application.PAM.group1KeyUsers.ITManagementCompanyX.MSSQL, companydomain.local\Permissions.Application.PAM.group1KeyUsers.ITManagementCompanyX.Oracle, companydomain.local\Permissions.Application.PAM.group1Users.ITSuppliers4.ApplicationB.Oracle, companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierG.SQL, companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierX companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.MSSQL, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.Oracle, Anonymized304",
Anonymized167,All Vault Users,True,Anonymized197,companydomain.local\Anonymized167,05/15/23 11:51:45 AM,Too long ago,1.0,companydomain.local\Permissions.Application.PAM.group1Users.Company.ApplicationY.TAB,'-1,,,"companydomain.local\Permissions.Application.PAM.group1Users.Company.DotNET, companydomain.local\Permissions.Application.PAM.group1Users.Company.DepartmentP-DotNet, companydomain.local\Permissions.Application.PAM.group1Users.Company.ApplicationX, companydomain.local\Permissions.Application.PAM.group1Users.Company.ApplicationY.TAB","All Vault Users, companydomain.local\Gebruikers.Applicatie.PAM.Users.Company.DepartmentP-DotNet, companydomain.local\Gebruikers.Applicatie.PAM.Users.Company.ApplicationY.TAB, companydomain.local\Permissions.Application.PAM.group1Users.Company.DotNET, companydomain.local\Permissions.Application.PAM.group1Users.Company.DepartmentP-DotNet, companydomain.local\Permissions.Application.PAM.group1Users.Company.ApplicationX, companydomain.local\Permissions.Application.PAM.group1Users.Company.ApplicationY.TAB, Anonymized197",
Anonymized529,All Vault Users,True,Anonymized211,companydomain.local\Anonymized529,Never,Never,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITSuppliers4.ApplicationB,1,,,companydomain.local\Permissions.Application.PAM.group1Users.ITSuppliers4.ApplicationB,"All Vault Users, companydomain.local\Gebruikers.Applicatie.PAM.Users.ITSuppliers4.ApplicationB, companydomain.local\Permissions.Application.PAM.group1Users.ITSuppliers4.ApplicationB, Anonymized211",
Anonymized310,All Vault Users,True,Anonymized402,companydomain.local\Anonymized310,Never,Never,1.0,companydomain.local\Permissions.Application.PAM.group1Users.Company.DepartmentP-DCT.ApplicationB,'-1,,,companydomain.local\Permissions.Application.PAM.group1Users.Company.DepartmentP-DCT.ApplicationB,"All Vault Users, Anonymized402, companydomain.local\Permissions.Application.PAM.group1Users.Company.DepartmentP-DCT.ApplicationB",
Anonymized69,All Vault Users,True,Anonymized443,companydomain.local\Anonymized69,11/22/23 12:53:02 PM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITSuppliers4.ApplicationB,1,,,companydomain.local\Permissions.Application.PAM.group1Users.ITSuppliers4.ApplicationB,"All Vault Users, Anonymized443, companydomain.local\Gebruikers.Applicatie.PAM.Users.ITSuppliers4.ApplicationB, companydomain.local\Permissions.Application.PAM.group1Users.ITSuppliers4.ApplicationB",
Anonymized436,All Vault Users,True,Anonymized478,Anonymized228,11/23/23  8:29:47 AM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.Retail,'-1,tbd,tbd,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.Retail,"All Vault Users, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.Retail, Anonymized478",
Anonymized558,All Vault Users,True,Anonymized569,Anonymized212,11/19/23  7:25:34 AM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.Oracle,'-1,, The main department group for \ITManagementCompanyX\DBA division Oracle,"companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.MSSQL, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.Oracle","All Vault Users, Anonymized569, companydomain.local\Permissions.Application.PAM.group1Users.ITSuppliers4.ApplicationB.Oracle, companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierX companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.MSSQL, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.Oracle",
Anonymized659,All Vault Users,True,Anonymized179,Anonymized263,11/24/23  7:36:11 AM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.ITDeliveryDepartment,'-1,,,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.ITDeliveryDepartment,"All Vault Users, Anonymized179, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.ITDeliveryDepartment",
Anonymized60,All Vault Users,True,Anonymized301,companydomain.local\Anonymized60,01/19/22  8:22:28 AM,Too long ago,1.0,companydomain.local\Permissions.Application.PAM.group1Users.Company.IAM.ITAdministrators,'-1,,,companydomain.local\Permissions.Application.PAM.group1Users.Company.IAM.ITAdministrators,"All Vault Users, Anonymized301, companydomain.local\Permissions.Application.PAM.group1Users.Company.IAM.ITAdministrators",
Anonymized64,All Vault Users,True,Anonymized246,companydomain.local\Anonymized64,11/23/23  8:29:28 AM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.AIX-Linux.ITAdmin,'-1,,,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.AIX-Linux.ITAdmin,"All Vault Users, companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierX companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.AIX-Linux.ITAdmin, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.AIX-Linux.ITAdmin.Root, Anonymized246",
Anonymized548,All Vault Users,True,Anonymized126,Anonymized82,11/24/23  6:52:09 AM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.Company.DepartmentC,0,,,companydomain.local\Permissions.Application.PAM.group1Users.Company.DepartmentC,"All Vault Users, Anonymized126, companydomain.local\Permissions.Application.PAM.group1Users.Company.DepartmentC",
Anonymized63,All Vault Users,True,Anonymized418,companydomain.local\Anonymized63,11/19/23  6:34:14 AM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierG.SQL,2,,,companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierG.SQL,"All Vault Users, Anonymized418, companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierG.SQL",
Anonymized446,All Vault Users,True,Anonymized115,companydomain.local\Anonymized446,11/21/23 11:09:41 AM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.Company.SAP,'-1,,,"companydomain.local\Permissions.Application.PAM.group1BusinessUsers.Company.DepartmentB, companydomain.local\Permissions.Application.PAM.group1Users.Company.SAP","All Vault Users, Anonymized115, companydomain.local\Permissions.Application.PAM.group1BusinessUsers.Company.DepartmentB, companydomain.local\Permissions.Application.PAM.group1Users.Company.SAP",
Anonymized180,All Vault Users,True,Anonymized434,companydomain.local\Anonymized180,11/23/23  1:07:09 PM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.ITAdmin,'-1,ITManagementCompanyX-SAP,This is a second primary group for ITManagementCompanyX-SAP,"companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.ITAdmin, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.SAPapp1","All Vault Users, companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierX companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.ITAdmin, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.SAPapp1, Anonymized434",
Anonymized297,All Vault Users,True,Anonymized13,Anonymized3,Never,Never,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITSuppliers4.ApplicationB,1,,,companydomain.local\Permissions.Application.PAM.group1Users.ITSuppliers4.ApplicationB,"All Vault Users, companydomain.local\Gebruikers.Applicatie.PAM.Users.ITSuppliers4.ApplicationB, companydomain.local\Permissions.Application.PAM.group1Users.ITSuppliers4.ApplicationB, Anonymized13",
Anonymized171,All Vault Users,True,Anonymized466,companydomain.local\Anonymized171,10/17/23  2:47:28 PM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITSuppliers4.ApplicationB,1,,,companydomain.local\Permissions.Application.PAM.group1Users.ITSuppliers4.ApplicationB,"All Vault Users, Anonymized466, companydomain.local\Gebruikers.Applicatie.PAM.Users.ITSuppliers4.ApplicationB, companydomain.local\Permissions.Application.PAM.group1Users.ITSuppliers4.ApplicationB",
Anonymized610,All Vault Users,True,Anonymized652,Anonymized500,11/22/23 11:59:36 AM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITSuppliers4.ApplicationB,1,,,companydomain.local\Permissions.Application.PAM.group1Users.ITSuppliers4.ApplicationB,"All Vault Users, Anonymized652, companydomain.local\Permissions.Application.PAM.group1Users.ITSuppliers4.ApplicationB",
Anonymized648,All Vault Users,True,Anonymized224,Anonymized208,11/24/23  7:13:58 AM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.AIX-Linux.ITAdmin,'-1,,,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.AIX-Linux.ITAdmin,"All Vault Users, Anonymized224, companydomain.local\Permissions.Application.PAM.group1Folder.ITManagementCompanyX.AIX, companydomain.local\Permissions.Application.PAM.group1Folder.ITManagementCompanyX.Linux, companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierX companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.AIX-Linux.ITAdmin",
Anonymized62,All Vault Users,True,Anonymized195,companydomain.local\Anonymized62,11/03/23 12:44:26 PM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.ITDeliveryDepartment,'-1,,,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.ITDeliveryDepartment,"All Vault Users, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.ITDeliveryDepartment, Anonymized195",
Anonymized261,All Vault Users,True,Anonymized444,Anonymized240,11/24/23  7:21:55 AM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.Retail,'-1,tbd,tbd,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.Retail,"All Vault Users, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.Retail, Anonymized444",
Anonymized23,All Vault Users,True,Anonymized572,companydomain.local\Anonymized23,11/24/23  7:17:45 AM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP,'-1,,,"companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.TechnicalAdminDepartment, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.ITAdmin","All Vault Users, Anonymized572, companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierX companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.TechnicalAdminDepartment, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.ITAdmin",
Anonymized158,All Vault Users,True,Anonymized562,companydomain.local\Anonymized158,11/15/23 10:49:36 AM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.Company.DepartmentC,0,,,companydomain.local\Permissions.Application.PAM.group1Users.Company.DepartmentC,"All Vault Users, companydomain.local\Permissions.Application.PAM.group1Users.Company.DepartmentC, Anonymized562",
Anonymized109,All Vault Users,True,Anonymized416,companydomain.local\Anonymized109,Never,Never,1.0,companydomain.local\Permissions.Application.PAM.group1Users.Company.IAM.Developers,'-1,,,companydomain.local\Permissions.Application.PAM.group1Users.Company.IAM.Developers,"All Vault Users, companydomain.local\Permissions.Application.PAM.group1Users.Company.IAM.Developers, Anonymized416",
Anonymized399,All Vault Users,True,Anonymized17,companydomain.local\Anonymized399,11/23/23  5:47:58 AM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.ITDeliveryDepartment,'-1,,,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.ITDeliveryDepartment,"All Vault Users, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.ITDeliveryDepartment, Anonymized17",
Anonymized424,All Vault Users,True,Anonymized599,Anonymized226,11/23/23  6:30:20 AM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.SAPapp1,'-1,tbd,tbd,"companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.SAPapp1, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.Retail","All Vault Users, Anonymized599, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.SAPapp1, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.Retail",
Anonymized201,All Vault Users,True,Anonymized159,companydomain.local\Anonymized201,11/24/23 12:09:45 AM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.TechnicalAdminDepartment,'-1,ITManagementCompanyX-SAP,tbd,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.TechnicalAdminDepartment,"All Vault Users, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.TechnicalAdminDepartment, Anonymized159",
Anonymized193,All Vault Users,True,Anonymized249,companydomain.local\Anonymized193,01/05/23  3:52:45 PM,Too long ago,1.0,companydomain.local\Permissions.Application.PAM.group1Users.Company.SAP,'-1,,,companydomain.local\Permissions.Application.PAM.group1Users.Company.SAP,"All Vault Users, companydomain.local\Permissions.Application.PAM.group1Users.Company.SAP, Anonymized249",
Anonymized114,All Vault Users,True,Anonymized587,companydomain.local\Anonymized114,11/21/23  1:20:17 PM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.WindowsITTeam,'-1,,,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.WindowsITTeam,"All Vault Users, companydomain.local\Permissions.Application.PAM.group1Role.Administrator, companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierX companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.WindowsITTeam, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.WindowsITTeam.DomainAdmins, Anonymized587",
Anonymized203,All Vault Users,True,Anonymized160,companydomain.local\Anonymized203,Never,Never,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierG.SQL,2,,,companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierG.SQL,"All Vault Users, companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierG.SQL, Anonymized160",
Anonymized412,All Vault Users,True,Anonymized354,companydomain.local\Anonymized412,11/24/23  7:20:20 AM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP,'-1,,,"companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.TechnicalAdminDepartment, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.ITAdmin","All Vault Users, companydomain.local\Permissions.Application.PAM.group1Folder.SAP.CAR, companydomain.local\Permissions.Application.PAM.group1Folder.SAP.SAPapp1, companydomain.local\Permissions.Application.PAM.group1Folder.SAP.Retail, companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierX companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.TechnicalAdminDepartment, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.SAP.ITAdmin, Anonymized354",
Anonymized73,All Vault Users,True,Anonymized174,companydomain.local\Anonymized73,11/17/23  9:31:42 AM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1BusinessUsers.Company.DepartmentB,0,TBD,TBD,companydomain.local\Permissions.Application.PAM.group1BusinessUsers.Company.DepartmentB,"All Vault Users, Anonymized174, companydomain.local\Permissions.Application.PAM.group1BusinessUsers.Company.DepartmentB",
Anonymized625,All Vault Users,True,Anonymized544,Anonymized320,07/28/22  8:20:56 AM,Too long ago,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.AIX-Linux.ITAdmin,'-1,,,"companydomain.local\Permissions.Application.PAM.group1BusinessUsers.Company.DepartmentIntegration, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.AIX-Linux.ITAdmin","All Vault Users, companydomain.local\Gebruikers.Applicatie.PAM.BusinessUsers.Company.DepartmentIntegration, companydomain.local\Permissions.Application.PAM.group1BusinessUsers.Company.DepartmentIntegration, companydomain.local\Permissions.Application.PAM.group1Users.ITSupplierX companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.AIX-Linux.ITAdmin, Anonymized544",
Anonymized298,All Vault Users,True,Anonymized288,Anonymized237,03/02/23  9:32:19 AM,Too long ago,1.0,companydomain.local\Permissions.Application.PAM.group1Users.Company.IAM.ITAdministrators,'-1,,,companydomain.local\Permissions.Application.PAM.group1Users.Company.IAM.ITAdministrators,"All Vault Users, Anonymized288, companydomain.local\Permissions.Application.PAM.group1Users.Company.IAM.ITAdministrators",
Anonymized244,All Vault Users,True,Anonymized77,companydomain.local\Anonymized244,Never,Never,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITSuppliers4.ApplicationB,1,,,companydomain.local\Permissions.Application.PAM.group1Users.ITSuppliers4.ApplicationB,"All Vault Users, Anonymized77, companydomain.local\Gebruikers.Applicatie.PAM.Users.ITSuppliers4.ApplicationB, companydomain.local\Permissions.Application.PAM.group1Users.ITSuppliers4.ApplicationB",
Anonymized209,All Vault Users,True,Anonymized124,companydomain.local\Anonymized209,11/23/23  6:13:51 AM,Recent login,1.0,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.ITDeliveryDepartment,'-1,,,companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.ITDeliveryDepartment,"All Vault Users, companydomain.local\Permissions.Application.PAM.group1Users.ITManagementCompanyX.ITDeliveryDepartment, Anonymized124",
